image_id	captions
3097196395_ec06075389.jpg	<start> two dogs race across the track . <end>
3097196395_ec06075389.jpg	<start> Two greyhounds race <end>
3097196395_ec06075389.jpg	<start> Two greyhounds with muzzles race along the inside curb of a railed dirt track . <end>
3097196395_ec06075389.jpg	<start> Two racing dogs run around a track . <end>
3603116579_4a28a932e2.jpg	<start> A baseball pitcher with Shelton on his shirt throws the ball . <end>
3603116579_4a28a932e2.jpg	<start> A baseball player in a black and orange shirt , and with a glove on , pitches the ball . <end>
3603116579_4a28a932e2.jpg	<start> A male dressed in a sports outfit tries to catch a baseball . <end>
3603116579_4a28a932e2.jpg	<start> A man playing baseball . <end>
3603116579_4a28a932e2.jpg	<start> The baseball player is running after the ball . <end>
3339263085_6db9fd0981.jpg	<start> A brown dog wades through water and walks toward a rock . <end>
3339263085_6db9fd0981.jpg	<start> A dog has waded through shallow water to reach a rock outcropping . <end>
3339263085_6db9fd0981.jpg	<start> A light brown dog is splashing in the water with its paw . <end>
3339263085_6db9fd0981.jpg	<start> A small brown dog is about ready to exit the water after a swim . <end>
3339263085_6db9fd0981.jpg	<start> A yellow dog in shallow water . <end>
2532262109_87429a2cae.jpg	<start> A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture . <end>
2532262109_87429a2cae.jpg	<start> A group of people are standing together outside as one takes a photograph . <end>
2532262109_87429a2cae.jpg	<start> A group of school girls are standing together while one is taking pictures . <end>
2532262109_87429a2cae.jpg	<start> A group of young women stand together . <end>
2532262109_87429a2cae.jpg	<start> Girls in school uniforms . <end>
2076906555_c20dc082db.jpg	<start> A boy wearing a jean jacket with his hand on his chest smiling at the camera . <end>
2076906555_c20dc082db.jpg	<start> a boy with a bruised nose and writing on his hands is standing in a video rental store . <end>
2076906555_c20dc082db.jpg	<start> A boy with writing on his hand is standing in a store . <end>
2076906555_c20dc082db.jpg	<start> A young man in a jean jacket smiles for the camera inside a store . <end>
2076906555_c20dc082db.jpg	<start> A young man with a denim jacket and writing on his hand smiles in front of a bookcase full of videos . <end>
2502007071_82a8c639cf.jpg	<start> A group of people in front of a house . <end>
2502007071_82a8c639cf.jpg	<start> A man in stripes , a woman in sunglasses , and a child in a blue hat in front of a brick building . <end>
2502007071_82a8c639cf.jpg	<start> A woman in sunglasses and a blue flowered shirt stands while a boy and a man sit nearby . <end>
2502007071_82a8c639cf.jpg	<start> A woman wearing sunglasses and a flowered shirt looks to the left . <end>
2502007071_82a8c639cf.jpg	<start> Three adults and one child are waiting outside of a building , perhaps a school . <end>
3113769557_9edbb8275c.jpg	<start> A woman stands in front of a display case and another woman looks at a digital camera <end>
3113769557_9edbb8275c.jpg	<start> A woman stands tall in front of a glass display while another woman takes a picture of something . <end>
3113769557_9edbb8275c.jpg	<start> A woman stands with her arms out at her sides while another takes a picture . <end>
3113769557_9edbb8275c.jpg	<start> A woman stands with her arms out in a store while another woman holds a camera . <end>
3113769557_9edbb8275c.jpg	<start> One woman is taking a picture and another woman is standing sideways with her arm out . <end>
3325974730_3ee192e4ff.jpg	<start> A snowboarder jumps high into the air off of a snowy ramp . <end>
3325974730_3ee192e4ff.jpg	<start> A snowboarder jumps off a ramp . <end>
3325974730_3ee192e4ff.jpg	<start> Man on a snowboard performing a trick high in the air . <end>
3325974730_3ee192e4ff.jpg	<start> Person in a purple coat making a jump on a snowboard . <end>
3325974730_3ee192e4ff.jpg	<start> Snowboarder jumps off high ramp over icy landscape . <end>
1655781989_b15ab4cbff.jpg	<start> A group of mountain climbers <end>
1655781989_b15ab4cbff.jpg	<start> A group of people walking in a line through the snow toward a mountain . <end>
1655781989_b15ab4cbff.jpg	<start> A line of people are making their way through snow covered mountains . <end>
1655781989_b15ab4cbff.jpg	<start> People are walking through a snow covered field with a mountain the background . <end>
1655781989_b15ab4cbff.jpg	<start> People facing mountains in the snow . <end>
1662261486_db967930de.jpg	<start> A black and white dog is jumping through a black and white hoop . <end>
1662261486_db967930de.jpg	<start> A black and white dog jumps through a black and white hoop . <end>
1662261486_db967930de.jpg	<start> A brown and white dog jumping through a black and white hoop . <end>
1662261486_db967930de.jpg	<start> A dog jumping through a black and white hoop . <end>
1662261486_db967930de.jpg	<start> A dog jumping through a ring . <end>
2410562803_56ec09f41c.jpg	<start> A girl using a laptop , another girl , and a boy looking at his cellphone . <end>
2410562803_56ec09f41c.jpg	<start> A group of people sit against a building and use electronics . <end>
2410562803_56ec09f41c.jpg	<start> Three people sit near a street . <end>
2410562803_56ec09f41c.jpg	<start> Three people sitting in front of a store on a bench . <end>
2410562803_56ec09f41c.jpg	<start> Three young people sit outside and engage with electronic devices . <end>
2469498117_b4543e1460.jpg	<start> A dog races while wearing number 6 . <end>
2469498117_b4543e1460.jpg	<start> A greyhound wearing a muzzle and the number six on a yellow jacket is running on a dog track . <end>
2469498117_b4543e1460.jpg	<start> a muzzle greyhound dog running on a track <end>
2469498117_b4543e1460.jpg	<start> A tan greyhound wearing a gold shirt with a number on it runs down a track . <end>
2469498117_b4543e1460.jpg	<start> muxzzled greyhound leaping in race with yellow jacket . <end>
69710415_5c2bfb1058.jpg	<start> A group of people stand at the edge of a cliff over the ocean . <end>
69710415_5c2bfb1058.jpg	<start> A group of three boy scouts rest on a bluff overlooking the ocean . <end>
69710415_5c2bfb1058.jpg	<start> Three men stand on a cliff overlooking a lake . <end>
69710415_5c2bfb1058.jpg	<start> Three scouts are on top of a cliff overlooking the ocean . <end>
69710415_5c2bfb1058.jpg	<start> Two men are sitting on a rock near the ocean with another man standing nearby . <end>
3414734842_beb543f400.jpg	<start> A couple holding hands and another woman are walking down a wooded trail . <end>
3414734842_beb543f400.jpg	<start> A couple holding hands and a woman standing beside them pose on a tree lined dirt road . <end>
3414734842_beb543f400.jpg	<start> Three friends on a stroll in the forest . <end>
3414734842_beb543f400.jpg	<start> Three people stand on a path through the woods . <end>
3414734842_beb543f400.jpg	<start> Two women and a man posing on a rural path <end>
3006217970_90b42e6b27.jpg	<start> A car sponsored by Riwal is smoking its tires on a wet road . <end>
3006217970_90b42e6b27.jpg	<start> A race car drives along a track in the rain <end>
3006217970_90b42e6b27.jpg	<start> A racing car is driving around a wet track with its headlights on . <end>
3006217970_90b42e6b27.jpg	<start> A small race car with advertising is driving on a rainy track . <end>
3006217970_90b42e6b27.jpg	<start> A sponsored race car is driving with lights on a wet raceway . <end>
2192411521_9c7e488c5e.jpg	<start> A bearded man wearing a bandanna is pointing his finger whilst riding a bicycle . <end>
2192411521_9c7e488c5e.jpg	<start> A man bicycles down the street and points his finger <end>
2192411521_9c7e488c5e.jpg	<start> A man holds an object with his hand while riding his bike down the street . <end>
2192411521_9c7e488c5e.jpg	<start> A man with long hair riding a bicycle gives the peace sign . <end>
2192411521_9c7e488c5e.jpg	<start> Man in blue shirt and black cap riding bike down street flashing peace sign <end>
3535879138_9281dc83d5.jpg	<start> A crowd of people waving red flags are passing under a bridge . <end>
3535879138_9281dc83d5.jpg	<start> A group of people walk down the street carrying red flags . <end>
3535879138_9281dc83d5.jpg	<start> A large group of people walking down a street , some carrying flags or banners . <end>
3535879138_9281dc83d5.jpg	<start> Many people walking together on pavement near a brick building with other people looking on . <end>
3535879138_9281dc83d5.jpg	<start> many people walk in the street . <end>
2685788323_ceab14534a.jpg	<start> A man in sunglasses gets ready to pull a chair out to sit down for his meal . <end>
2685788323_ceab14534a.jpg	<start> A man wearing sunglasses stands by a table at a cafe . <end>
2685788323_ceab14534a.jpg	<start> Man about to pull out chair and sit down at a restaurant . <end>
2685788323_ceab14534a.jpg	<start> Man at eatery getting ready to sit down . <end>
2685788323_ceab14534a.jpg	<start> The large man grabs a seat at a restaurant . <end>
3465606652_f380a38050.jpg	<start> A boy holding a racket is standing in the grass . <end>
3465606652_f380a38050.jpg	<start> A boy in a purple shirt and blue jeans is standing in the grass holding a round toy with a handle . <end>
3465606652_f380a38050.jpg	<start> A boy playes with a stringless racket in his backyard . <end>
3465606652_f380a38050.jpg	<start> a boy walks through the lawn . <end>
3465606652_f380a38050.jpg	<start> A child in purple clothing is playing with a toy inside a yard with other toys and a fence . <end>
2599131872_65789d86d5.jpg	<start> Two blond girls are playing together . <end>
2599131872_65789d86d5.jpg	<start> Two girls enjoy themselves whilst wind blows through their hair . <end>
2599131872_65789d86d5.jpg	<start> Two girls with long hair jumping on a trampoline . <end>
2599131872_65789d86d5.jpg	<start> Two little blonde girls twirl their hair . <end>
2599131872_65789d86d5.jpg	<start> Two little girls are playing on a trampoline . <end>
2244613488_4d1f9edb33.jpg	<start> Four bicyclists ride along a dirt road between two wire fences . <end>
2244613488_4d1f9edb33.jpg	<start> Four cyclists on a country trail are passing by an electricity pylon . <end>
2244613488_4d1f9edb33.jpg	<start> The four bicyclists are riding through the desert . <end>
2244613488_4d1f9edb33.jpg	<start> three bikers bike across the dry land . <end>
2244613488_4d1f9edb33.jpg	<start> Three cyclists ride near mountain . <end>
2738077433_10e6264b6f.jpg	<start> A dog climbing a steep dirt hill . <end>
2738077433_10e6264b6f.jpg	<start> A dog climbs a hill . <end>
2738077433_10e6264b6f.jpg	<start> a great Dane climbing a steep hill <end>
2738077433_10e6264b6f.jpg	<start> A light brown dog is running up . <end>
2738077433_10e6264b6f.jpg	<start> A light dog climbing a wall of dirt . <end>
3537201804_ce07aff237.jpg	<start> A child spins on a merry-go-round . <end>
3537201804_ce07aff237.jpg	<start> Childern are playing on a merry go round as adults on a bench watch them . <end>
3537201804_ce07aff237.jpg	<start> Children play on a merry-go-round as adults look on from a bench . <end>
3537201804_ce07aff237.jpg	<start> Fathers watch as their children enjoy the spinning merry-go-round . <end>
3537201804_ce07aff237.jpg	<start> Two kids sit in the middle of a playground toy that spins around them . <end>
1597557856_30640e0b43.jpg	<start> a brown dog is jumping up at a woman who is wearing a brown skirt . <end>
1597557856_30640e0b43.jpg	<start> A golden retriever is excitedly greeting a woman as a little dog walks towards the camera . <end>
1597557856_30640e0b43.jpg	<start> A tan dog jumping up at a woman in a skirt and a black and tan dog walking away . <end>
1597557856_30640e0b43.jpg	<start> A yellow dog jumps to greet a woman . <end>
1597557856_30640e0b43.jpg	<start> One dog is jumping at the lady while the other walks away . <end>
3357194782_c261bb6cbf.jpg	<start> A man in the dooorway of a bus looking onward . <end>
3357194782_c261bb6cbf.jpg	<start> A man standing at the door of a vehicle , with another sitting , glancing out the window . <end>
3357194782_c261bb6cbf.jpg	<start> People ride a bus or trolley . <end>
3357194782_c261bb6cbf.jpg	<start> some people riding an old bus <end>
3357194782_c261bb6cbf.jpg	<start> Three passengers on a train car . <end>
3682038869_585075b5ff.jpg	<start> A little girl is peaking out from behind a tree . <end>
3682038869_585075b5ff.jpg	<start> A little girl peering out from behind a tree . <end>
3682038869_585075b5ff.jpg	<start> A young girl hiding behind a tree in a forest . <end>
3682038869_585075b5ff.jpg	<start> A young girl peeking out from behind a tree in a wooded area . <end>
3682038869_585075b5ff.jpg	<start> A young girl wearing a striped dress peeks out from behind a tree . <end>
236474697_0c73dd5d8b.jpg	<start> A group of people hold drinks and point at the camera . <end>
236474697_0c73dd5d8b.jpg	<start> A group of people are holding up drinks and pointing to the camera . <end>
236474697_0c73dd5d8b.jpg	<start> A group of young people holding bottles and pointing at the camera . <end>
236474697_0c73dd5d8b.jpg	<start> several young people posing for this photo holding beers <end>
236474697_0c73dd5d8b.jpg	<start> Young adults stand pointing at the person taking the picture . <end>
2641288004_30ce961211.jpg	<start> A border collie jumps over a bed with a tennis ball in its mouth . <end>
2641288004_30ce961211.jpg	<start> A dog jumping with a ball in its mouth . <end>
2641288004_30ce961211.jpg	<start> A dog jumps on a bed and catches a green toy . <end>
2641288004_30ce961211.jpg	<start> Border collie jumps in the air and catches a tennis ball . <end>
2641288004_30ce961211.jpg	<start> The black and white dog jumps with a tennis ball in its mouth . <end>
267164457_2e8b4d30aa.jpg	<start> A climber walks along a snowy peak . <end>
267164457_2e8b4d30aa.jpg	<start> A man climbs over snow covered rocks by a shore . <end>
267164457_2e8b4d30aa.jpg	<start> A man is standing on a snowcapped mountain . <end>
267164457_2e8b4d30aa.jpg	<start> A person hikes down a snowy mountain . <end>
267164457_2e8b4d30aa.jpg	<start> There man on top of an snow covered mountain with a lake behind him . <end>
2453891449_fedb277908.jpg	<start> A white dog chasing a black dog across the grass . <end>
2453891449_fedb277908.jpg	<start> A white dog is following a black dog through the grassy area . <end>
2453891449_fedb277908.jpg	<start> There are two dogs , black and white , and the black one is jumping . <end>
2453891449_fedb277908.jpg	<start> Two dogs running in a grassy , fenced in area surrounded by trees . <end>
2453891449_fedb277908.jpg	<start> Two dogs running through a yard with a forest in the distance . <end>
281419391_522557ce27.jpg	<start> A black race car spins its tires while smoke comes out . <end>
281419391_522557ce27.jpg	<start> A black race car starts up in front of a crowd of people . <end>
281419391_522557ce27.jpg	<start> A broken down car during a race <end>
281419391_522557ce27.jpg	<start> Race car smoking very badly on the racetrack . <end>
281419391_522557ce27.jpg	<start> Red Bull-branded race car leaves smoke behind it in front of a crowd . <end>
354999632_915ea81e53.jpg	<start> A person behind some bags inside an igloo . <end>
354999632_915ea81e53.jpg	<start> a snowy cave full of luggage <end>
354999632_915ea81e53.jpg	<start> Inside the igloo , the young man gets ready for his overnight stay . <end>
354999632_915ea81e53.jpg	<start> Some backpacks piled up in an ice cave with a person dressed in black in the background . <end>
354999632_915ea81e53.jpg	<start> There is something visible through the hole in the wall . <end>
3109136206_f7d201b368.jpg	<start> A brown dog drinks from a body of water . <end>
3109136206_f7d201b368.jpg	<start> A brown dog is starting to walk into water . <end>
3109136206_f7d201b368.jpg	<start> A brown dog steps into murky water . <end>
3109136206_f7d201b368.jpg	<start> A dog getting into some water . <end>
3109136206_f7d201b368.jpg	<start> A dog putting his legs into a pond <end>
2281054343_95d6d3b882.jpg	<start> A man wearing a black hat is walking through a busy city street . <end>
2281054343_95d6d3b882.jpg	<start> A silhouette of a man in a hat on a busy city street . <end>
2281054343_95d6d3b882.jpg	<start> Person with black hat and black coat near buildings with signs . <end>
2281054343_95d6d3b882.jpg	<start> Three people in a crowded city area . <end>
2281054343_95d6d3b882.jpg	<start> Thre is a shot of man with his back turned in a city . <end>
3296584432_bef3c965a3.jpg	<start> A brown dog chases something a man behind him threw on the beach . <end>
3296584432_bef3c965a3.jpg	<start> A man and a dog on the beach . <end>
3296584432_bef3c965a3.jpg	<start> A man is interacting with a dog that is running in the opposite direction . <end>
3296584432_bef3c965a3.jpg	<start> A man playing fetch with his dog on a beach . <end>
3296584432_bef3c965a3.jpg	<start> A man walking behind a running dog on the beach . <end>
3526431764_056d2c61dc.jpg	<start> A woman taking a photo standing next to a tall man and in front of another man who is also taking a photo . <end>
3526431764_056d2c61dc.jpg	<start> Three people are outdoors taking pictures . <end>
3526431764_056d2c61dc.jpg	<start> Three people holding cameras are standing on a dirt trail with grass on the side of it . <end>
3526431764_056d2c61dc.jpg	<start> Three people taking pictures with their cameras <end>
3526431764_056d2c61dc.jpg	<start> Two people are taking pictures while a third is holding a camera . <end>
3549997413_01388dece0.jpg	<start> A man is skiing down a mountain with another large mountain behind him and a river between the mountains . <end>
3549997413_01388dece0.jpg	<start> A man is skiing down a snowy hill with a large mountain in the background . <end>
3549997413_01388dece0.jpg	<start> A man skiing down a snow covered mountain . <end>
3549997413_01388dece0.jpg	<start> A person skis down a snowy mountain . <end>
3549997413_01388dece0.jpg	<start> A skier goes down a hill with a mountain as a backdrop . <end>
143688895_e837c3bc76.jpg	<start> A boy climbing a rock face <end>
143688895_e837c3bc76.jpg	<start> A climber is standing on the rock face next to the pink rope . <end>
143688895_e837c3bc76.jpg	<start> A man climbing a cliff with a rope . <end>
143688895_e837c3bc76.jpg	<start> A man climbs steep rocks . <end>
143688895_e837c3bc76.jpg	<start> A man rock climbing in the forest surrounded by light . <end>
2495394666_2ef6c37519.jpg	<start> A brown dog is standing in a lake . <end>
2495394666_2ef6c37519.jpg	<start> A brown dog is swimming in a creek . <end>
2495394666_2ef6c37519.jpg	<start> A dog swimming in a pond <end>
2495394666_2ef6c37519.jpg	<start> Dog swimming in body of water <end>
2495394666_2ef6c37519.jpg	<start> The brown dog is swimming in the water . <end>
3384742888_85230c34d5.jpg	<start> A dog plays with a toy in the grass . <end>
3384742888_85230c34d5.jpg	<start> A rotweiler playfully rolls over int he grass with a toy . <end>
3384742888_85230c34d5.jpg	<start> Black and tan dog playing with a toy and rolling on the grass . <end>
3384742888_85230c34d5.jpg	<start> Dog chewing up ball while rolling in grass <end>
3384742888_85230c34d5.jpg	<start> The dog is resting after a game of fetch . <end>
1160034462_16b38174fe.jpg	<start> A elderly man in a straw hat is sitting on a bench . <end>
1160034462_16b38174fe.jpg	<start> a elderly man sits alone on a park bench . <end>
1160034462_16b38174fe.jpg	<start> An old man in a straw hat sits on a park bench . <end>
1160034462_16b38174fe.jpg	<start> The old man in the brown hat is sitting on the bench . <end>
1160034462_16b38174fe.jpg	<start> White haired man in gray sweater and a straw hat sitting on a bench under a tree . <end>
334768700_51c439b9ee.jpg	<start> A dark-haired man in a red t-shirt , with a beard , playing the guitar in a park . <end>
334768700_51c439b9ee.jpg	<start> A man in a red shirt plays guitar in a park . <end>
334768700_51c439b9ee.jpg	<start> A man is sitting and playing guitar on the grass . <end>
334768700_51c439b9ee.jpg	<start> a man sitting in the grass , playing his guitar , wearing a red shirt <end>
334768700_51c439b9ee.jpg	<start> a man wearing red plays his guitar on the grass . <end>
412101267_7257e6d8c0.jpg	<start> Two black dogs are jumping and playing with a yellow tennis ball in the snow . <end>
412101267_7257e6d8c0.jpg	<start> Two dog play in the snow . <end>
412101267_7257e6d8c0.jpg	<start> Two dogs , one with a tennis ball in his mouth , play together in the snow . <end>
412101267_7257e6d8c0.jpg	<start> Two dogs playing with a ball in the snow . <end>
412101267_7257e6d8c0.jpg	<start> Two dogs play with a tennis ball in the snow . <end>
2623939135_0cd02ffa5d.jpg	<start> An attractive woman holds a halo above her head . <end>
2623939135_0cd02ffa5d.jpg	<start> A woman in a dress raises her arm over her head . <end>
2623939135_0cd02ffa5d.jpg	<start> A woman is looking at the ceiling while taking off her hat . <end>
2623939135_0cd02ffa5d.jpg	<start> A woman looking up towards a wide ring , she is holding over her head , a drink in her other hand . <end>
2623939135_0cd02ffa5d.jpg	<start> A woman looking upward with her hand above her head . <end>
3043266735_904dda6ded.jpg	<start> An elderly person with a white hat is reading a paperback book . <end>
